Test Method=testMethod3(), Test Class=CTest [JUNIT4], References={CTest.c:UNKNOWNP.C, var2:java.lang.StringBuilder, CTest.c:UNKNOWNP.C, CTest.var1:java.lang.StringBuffer, var3:char[], var3:char[], CTest.c:UNKNOWNP.C, CTest.var4:char[], var3:char[], var1:java.lang.StringBuilder, CTest.c:UNKNOWNP.C, UNKNOWNP.C.FLAG:UNKNOWNP.UNKNOWN, CTest.c:UNKNOWNP.C, UNKNOWNP.C.FLAG:UNKNOWNP.UNKNOWN, }, Invocations={UNKNOWNP.C.C():void, UNKNOWNP.C.m3(java.lang.StringBuffer, int):java.lang.StringBuilder, UNKNOWNP.C.m4(int, java.lang.StringBuilder):char[], java.lang.StringBuilder.StringBuilder(java.lang.String):void, UNKNOWNP.C.m4(UNKNOWNP.UNKNOWN, java.lang.StringBuilder):UNKNOWNP.UNKNOWN, }, Assertions={assertArrayEquals, assertNull, }
id=15030 rank=1 score=3.137 fqn=org.jaxlib.junit.XTestCase heuristics={R:1.000, BFI:0.137, I:1.000, K:1.000}
id=1867 rank=2 score=2.692 fqn=org.easycsv.HtmlTest heuristics={R:0.500, BFI:1.000, I:1.000, K:0.192}
id=7843 rank=3 score=2.673 fqn=org.jamon.integration.TestBase heuristics={R:0.500, BFI:0.327, I:1.000, K:0.846}
id=18570 rank=4 score=2.587 fqn=de.fzj.unicore.cis.persistence.TestXmlDBCollection heuristics={A:1.000, R:0.500, DF:1.000, K:0.087}
id=6573 rank=5 score=2.261 fqn=com.amazon.carbonado.raw.TestEncodingStrategy heuristics={R:1.000, BFI:0.067, I:1.000, K:0.195}
id=11771 rank=6 score=2.077 fqn=net.sf.beanlib.io.FastLineNumberReaderTest heuristics={R:0.500, BFI:0.383, I:1.000, K:0.194}
id=4313 rank=7 score=2.051 fqn=org.jvoicexml.interpreter.grammar.TestSrgsXmlGrammarIdentifier heuristics={A:0.500, R:1.000, K:0.551}
id=12394 rank=8 score=1.807 fqn=games.strategy.net.MessengerTest heuristics={R:0.500, BFI:0.110, I:1.000, K:0.197}
id=10389 rank=9 score=1.805 fqn=org.apache.cocoon.xml.dom.DOMBuilderTestCase heuristics={R:1.000, K:0.805}
id=8760 rank=30 score=1.000 fqn=org.nxplanner.forms.TestPersonEditorForm heuristics={A:0.500, R:0.500}
id=9689 rank=30 score=1.000 fqn=org.dbunit.dataset.csv.CsvDataSetTest heuristics={A:0.500, R:0.500}
id=11275 rank=30 score=1.000 fqn=net.sourceforge.cruisecontrol.publishers.rss.ItemTest heuristics={A:0.500, R:0.500}
id=13353 rank=30 score=1.000 fqn=org.helianto.core.creation.AuthorizationCreatorTests heuristics={A:0.500, R:0.500}
id=14872 rank=30 score=1.000 fqn=org.springframework.richclient.security.SecurityAwareConfigurerTests heuristics={A:0.500, R:0.500}
id=15866 rank=30 score=1.000 fqn=de.itemis.cm3.toolsupport.md9.metaapi.MagicDrawModelHelperTest heuristics={A:0.500, R:0.500}
id=19747 rank=30 score=1.000 fqn=net.sf.jguiraffe.gui.platform.swing.builder.components.TestSwingComponentManager heuristics={A:0.500, R:0.500}
id=962 rank=30 score=1.000 fqn=net.sf.sapjcosupport.SearchCriterionTestCase heuristics={A:0.500, R:0.500}
id=8396 rank=30 score=1.000 fqn=quickfix.MessageUtilsTest heuristics={A:0.500, R:0.500}
id=9443 rank=30 score=1.000 fqn=org.acegisecurity.afterinvocation.BasicAclEntryAfterInvocationCollectionFilteringProviderTests heuristics={A:0.500, R:0.500}
id=12988 rank=30 score=1.000 fqn=org.nagmonitor.monitor.BuildMonitorTest heuristics={A:0.500, R:0.500}
id=13707 rank=30 score=1.000 fqn=net.sf.jameleon.plugin.jagacy.JagacySessionTagTest heuristics={A:0.500, R:0.500}
id=14755 rank=30 score=1.000 fqn=org.springframework.richclient.dialog.DefaultMessageAreaModelTests heuristics={A:0.500, R:0.500}
id=17212 rank=30 score=1.000 fqn=org.mifos.config.ChartOfAccountsConfigIntegrationTest heuristics={A:0.500, R:0.500}
id=5389 rank=30 score=1.000 fqn=net.sf.yadoda.core.OntologyTest heuristics={A:0.500, R:0.500}
id=8300 rank=30 score=1.000 fqn=net.sf.jguiraffe.gui.platform.swing.builder.utils.TestSwingMessageOutput heuristics={A:0.500, R:0.500}
id=9318 rank=30 score=1.000 fqn=org.acegisecurity.ui.x509.X509ProcessingFilterTests heuristics={A:0.500, R:0.500}
id=13982 rank=30 score=1.000 fqn=net.sf.jameleon.data.SqlDataDriverTest heuristics={A:0.500, R:0.500}
id=16590 rank=30 score=1.000 fqn=org.mifos.accounts.loan.struts.action.MultipleLoanAccountsCreationActionStrutsTest heuristics={A:0.500, R:0.500}
id=18068 rank=30 score=1.000 fqn=org.mifos.security.activity.LegacyRolesPermissionsDaoIntegrationTest heuristics={A:0.500, R:0.500}
id=14283 rank=30 score=1.000 fqn=org.dhcp4java.test.DHCPOptionMirrorTest heuristics={A:0.500, R:0.500}
id=16915 rank=30 score=1.000 fqn=org.mifos.accounts.struts.action.ApplyAdjustmentActionStrutsTest heuristics={A:0.500, R:0.500}
id=19157 rank=30 score=1.000 fqn=cppncss.analyzer.preprocessor.PreProcessorTest heuristics={A:0.500, R:0.500}
id=2790 rank=30 score=1.000 fqn=org.rubypeople.rdt.internal.debug.ui.launcher.TC_RubyEnvironmentTab heuristics={A:0.500, R:0.500}
id=5165 rank=30 score=1.000 fqn=com.eressea.test.merge.MergeSimpleGameData heuristics={A:0.500, R:0.500}
id=17786 rank=30 score=1.000 fqn=org.mifos.framework.formulaic.ValidatorsTest heuristics={A:0.500, R:0.500}
id=6239 rank=30 score=1.000 fqn=net.sf.ehcache.CacheManagerTest heuristics={A:0.500, R:0.500}
id=8933 rank=30 score=1.000 fqn=org.acegisecurity.context.HttpSessionContextIntegrationFilterTests heuristics={A:0.500, R:0.500}
id=9861 rank=30 score=1.000 fqn=test.net.sf.platypuswiki.content.persistance.ContentPersistanceManagerTest heuristics={A:0.500, R:0.500}
id=6959 rank=30 score=1.000 fqn=datadog.criterion.expressions.AttributeExpressionTest heuristics={A:0.500, R:0.500}
id=8199 rank=30 score=1.000 fqn=net.sf.jguiraffe.gui.builder.action.TestActionInvoker heuristics={A:0.500, R:0.500}
id=10120 rank=30 score=1.000 fqn=net.sf.fairdj.mservdb.TestMservDb heuristics={A:0.500, R:0.500}
id=11897 rank=30 score=1.000 fqn=corbie.test.StoreTest heuristics={A:0.500, R:0.500}
id=1400 rank=30 score=1.000 fqn=org.gtvstudio.planner.data.test.PlannerServiceTest heuristics={A:0.500, R:0.500}
id=6092 rank=30 score=1.000 fqn=com.brimarx.internet.stack.SimpleHttpRequestParserTest heuristics={A:0.500, R:0.500}
id=7798 rank=30 score=1.000 fqn=org.jamon.codegen.TemplateDescriberTest heuristics={A:0.500, R:0.500}
id=8743 rank=30 score=1.000 fqn=org.nxplanner.forms.TestTaskEditorForm heuristics={A:0.500, R:0.500}
id=9555 rank=30 score=1.000 fqn=org.acegisecurity.concurrent.SessionRegistryImplTests heuristics={A:0.500, R:0.500}
id=11222 rank=30 score=1.000 fqn=net.sourceforge.cruisecontrol.sourcecontrols.VssTest heuristics={A:0.500, R:0.500}
id=11502 rank=30 score=1.000 fqn=net.sourceforge.cruisecontrol.builders.DistributedMasterBuilderTest heuristics={A:0.500, R:0.500}
id=13734 rank=30 score=1.000 fqn=net.sf.jameleon.plugin.selenium.SeleniumFunctionTagTest heuristics={A:0.500, R:0.500}
id=14811 rank=30 score=1.000 fqn=org.springframework.richclient.command.support.DefaultCommandRegistryTests heuristics={A:0.500, R:0.500}
id=15623 rank=30 score=1.000 fqn=iso.IF_NOPTest heuristics={A:0.500, R:0.500}
id=17416 rank=30 score=1.000 fqn=org.mifos.customers.client.business.ClientIntegrationTest heuristics={A:0.500, R:0.500}
id=860 rank=30 score=1.000 fqn=be.m8n.hibernate.test.UserTest heuristics={A:0.500, R:0.500}
id=5489 rank=30 score=1.000 fqn=org.joda.time.TestInterval_Basics heuristics={A:0.500, R:0.500}
id=3688 rank=30 score=1.000 fqn=org.exist.storage.test.MoveCollectionTest heuristics={A:0.500, R:0.500}
id=9412 rank=30 score=1.000 fqn=org.acegisecurity.acl.basic.jdbc.JdbcDaoImplTests heuristics={A:0.500, R:0.500}
id=11021 rank=30 score=1.000 fqn=net.sourceforge.cruisecontrol.BuildInfoTest heuristics={A:0.500, R:0.500}
id=12677 rank=30 score=1.000 fqn=org.jgenesis.beanset.BeanManagerTest heuristics={A:0.500, R:0.500}
id=14232 rank=30 score=1.000 fqn=org.dataisland.primitives.format.DataIslandFormatConverterTestCase heuristics={A:0.500, R:0.500}
id=14426 rank=30 score=1.000 fqn=net.sf.jpd.bt.TrackerConnectionTest heuristics={A:0.500, R:0.500}
id=17042 rank=30 score=1.000 fqn=org.mifos.application.meeting.struts.action.MeetingActionStrutsTest heuristics={A:0.500, R:0.500}
id=19232 rank=30 score=1.000 fqn=com.technoetic.xplanner.forms.TestUserStoryEditorForm heuristics={A:0.500, R:0.500}
id=12111 rank=30 score=1.000 fqn=org.chimaira.xion.XionLexerCmpTest heuristics={A:0.500, R:0.500}
id=13930 rank=30 score=1.000 fqn=net.sf.jameleon.function.FunctionTagTest heuristics={A:0.500, R:0.500}
id=17903 rank=30 score=1.000 fqn=org.mifos.framework.util.helpers.FlowManagerHelperStrutsTest heuristics={A:0.500, R:0.500}
id=16747 rank=30 score=1.000 fqn=org.mifos.accounts.productsmix.business.service.ProductMixBusinessServiceIntegrationTest heuristics={A:0.500, R:0.500}
id=18651 rank=30 score=1.000 fqn=org.lockss.test.TestInternalSocket heuristics={A:0.500, R:0.500}
id=2684 rank=30 score=1.000 fqn=fitnesse.http.RequestTest heuristics={A:0.500, R:0.500}
id=6651 rank=30 score=1.000 fqn=com.amazon.carbonado.layout.TestLayout heuristics={A:0.500, R:0.500}
id=8154 rank=30 score=1.000 fqn=net.sf.jguiraffe.gui.builder.window.TestWindowUtils heuristics={A:0.500, R:0.500}
id=545 rank=30 score=1.000 fqn=com.icegreen.greenmail.test.Pop3ServerTest heuristics={A:0.500, R:0.500}
id=5355 rank=30 score=1.000 fqn=net.sf.yadoda.core.PluginSystemTest2 heuristics={A:0.500, R:0.500}
id=2872 rank=30 score=1.000 fqn=org.rubypeople.rdt.internal.ui.text.RubyPartitionScannerTest heuristics={A:0.500, R:0.500}
id=9296 rank=30 score=1.000 fqn=org.acegisecurity.ui.AbstractProcessingFilterTests heuristics={A:0.500, R:0.500}
id=2336 rank=30 score=1.000 fqn=org.apache.commons.cli.ValueTest heuristics={A:0.500, R:0.500}
id=6169 rank=30 score=1.000 fqn=com.brimarx.icap10.stack.impl.iterable.SimpleIcapRequestParserTest heuristics={A:0.500, R:0.500}
id=8762 rank=30 score=1.000 fqn=org.nxplanner.forms.TestIterationEditorForm heuristics={A:0.500, R:0.500}
id=9767 rank=30 score=1.000 fqn=test.artivisi.billing.dao.ibatis.SimpleTariffDaoIbatisTest heuristics={A:0.500, R:0.500}
id=11279 rank=30 score=1.000 fqn=net.sourceforge.cruisecontrol.publishers.EmailPublisherTest heuristics={A:0.500, R:0.500}
id=10092 rank=30 score=1.000 fqn=net.sf.fairdj.users.TestUserDb heuristics={A:0.500, R:0.500}
id=13794 rank=30 score=1.000 fqn=net.sf.jameleon.plugin.jiffie.IEFunctionTagTest heuristics={A:0.500, R:0.500}
id=14875 rank=30 score=1.000 fqn=org.springframework.richclient.security.DefaultApplicationSecurityManagerTests heuristics={A:0.500, R:0.500}
id=17612 rank=30 score=1.000 fqn=org.mifos.customers.struts.uihelpers.CustomerUIHelperFnStrutsTest heuristics={A:0.500, R:0.500}
id=19755 rank=30 score=1.000 fqn=org.acegisecurity.acl.basic.jdbc.JdbcExtendedDaoImplTests heuristics={A:0.500, R:0.500}
id=3857 rank=30 score=1.000 fqn=org.exist.xmldb.XmldbURITest heuristics={A:0.500, R:0.500}
id=11154 rank=30 score=1.000 fqn=net.sourceforge.cruisecontrol.builders.Maven2ScriptTest heuristics={A:0.500, R:0.500}
id=13709 rank=30 score=1.000 fqn=net.sf.jameleon.plugin.htmlunit.HtmlUnitSessionTagTest heuristics={A:0.500, R:0.500}
id=15577 rank=30 score=1.000 fqn=org.unitils.reflectionassert.ReflectionComparatorArrayTest heuristics={A:0.500, R:0.500}
id=17263 rank=30 score=1.000 fqn=org.mifos.customers.business.CustomerDaoHibernateIntegrationTest heuristics={A:0.500, R:0.500}
id=5395 rank=30 score=1.000 fqn=jmemorize.core.test.LessonProviderTest heuristics={A:0.500, R:0.500}
id=10920 rank=30 score=1.000 fqn=org.yactu.tools.streams.UsefulStreamClientTest heuristics={A:0.500, R:0.500}
id=13985 rank=30 score=1.000 fqn=net.sf.jameleon.data.CollectionDataDriverTest heuristics={A:0.500, R:0.500}
id=16636 rank=30 score=1.000 fqn=org.mifos.accounts.penalties.business.PenaltyBOIntegrationTest heuristics={A:0.500, R:0.500}
id=16928 rank=30 score=1.000 fqn=org.mifos.accounts.struts.action.EditStatusActionStrutsTest heuristics={A:0.500, R:0.500}
id=19215 rank=30 score=1.000 fqn=com.technoetic.xplanner.forms.TestTaskEditorForm heuristics={A:0.500, R:0.500}
id=2794 rank=30 score=1.000 fqn=org.rubypeople.rdt.internal.debug.ui.launcher.TC_RubyEntryPointTab heuristics={A:0.500, R:0.500}
id=13904 rank=30 score=1.000 fqn=net.sf.jameleon.util.XMLHelperTest heuristics={A:0.500, R:0.500}
id=16149 rank=30 score=1.000 fqn=org.mifos.accounts.api.StandardAccountServiceIntegrationTest heuristics={A:0.500, R:0.500}
id=18078 rank=30 score=1.000 fqn=org.mifos.security.rolesandpermission.struts.RolesPermissionsActionStrutsTest heuristics={A:0.500, R:0.500}
id=4582 rank=30 score=1.000 fqn=net.joat.legacy.AlignmentTestCase heuristics={A:0.500, R:0.500}
id=8090 rank=30 score=1.000 fqn=net.sf.jguiraffe.gui.builder.event.TestFormEventManager heuristics={A:0.500, R:0.500}
id=9020 rank=30 score=1.000 fqn=org.acegisecurity.util.StringSplitUtilsTests heuristics={A:0.500, R:0.500}
id=5327 rank=30 score=1.000 fqn=net.sf.yadoda.core.CatalogOntologyTest heuristics={A:0.500, R:0.500}
id=8205 rank=30 score=1.000 fqn=net.sf.jguiraffe.gui.forms.TestDefaultFormValidatorResults heuristics={A:0.500, R:0.500}
id=8745 rank=30 score=1.000 fqn=org.nxplanner.forms.TestTimeEditorForm heuristics={A:0.500, R:0.500}
id=11258 rank=30 score=1.000 fqn=net.sourceforge.cruisecontrol.sourcecontrols.ConcurrentVersionsSystemTest heuristics={A:0.500, R:0.500}
id=11511 rank=30 score=1.000 fqn=net.sourceforge.cruisecontrol.distributed.BuildAgentTest heuristics={A:0.500, R:0.500}
id=13740 rank=30 score=1.000 fqn=net.sf.jameleon.plugin.selenium.SeleniumSessionTagTest heuristics={A:0.500, R:0.500}
id=17524 rank=30 score=1.000 fqn=org.mifos.customers.persistence.CustomerPersistenceIntegrationTest heuristics={A:0.500, R:0.500}
id=19703 rank=30 score=1.000 fqn=org.exist.storage.MoveCollectionTest heuristics={A:0.500, R:0.500}
id=3711 rank=30 score=1.000 fqn=org.exist.storage.test.CopyResourceTest heuristics={A:0.500, R:0.500}
id=11044 rank=30 score=1.000 fqn=net.sourceforge.cruisecontrol.taglib.CruiseControlBodyTagSupportTest heuristics={A:0.500, R:0.500}
id=14248 rank=30 score=1.000 fqn=org.dhcp4java.test.DHCPPacketTest heuristics={A:0.500, R:0.500}
id=17110 rank=30 score=1.000 fqn=org.mifos.application.servicefacade.CollectionSheetServiceImplRetrieveSavingsAccountsIntegrationTest heuristics={A:0.500, R:0.500}
id=19236 rank=30 score=1.000 fqn=com.technoetic.xplanner.forms.TestPersonEditorForm heuristics={A:0.500, R:0.500}
id=13946 rank=30 score=1.000 fqn=net.sf.jameleon.JameleonTagSupportTest heuristics={A:0.500, R:0.500}
id=16391 rank=30 score=1.000 fqn=org.mifos.accounts.fees.struts.action.FeeActionStrutsTest heuristics={A:0.500, R:0.500}
id=16810 rank=30 score=1.000 fqn=org.mifos.accounts.savings.persistence.SavingsBOIntegrationTest heuristics={A:0.500, R:0.500}
id=6798 rank=30 score=1.000 fqn=net.java.dev.joode.test.BSPGauss.BSPTreeTest heuristics={A:0.500, R:0.500}
id=551 rank=30 score=1.000 fqn=com.icegreen.greenmail.test.ImapServerTest heuristics={A:0.500, R:0.500}
id=5362 rank=30 score=1.000 fqn=net.sf.yadoda.core.OntologySystemTest heuristics={A:0.500, R:0.500}
id=2914 rank=30 score=1.000 fqn=org.rubypeople.rdt.internal.core.TC_RubyCore heuristics={A:0.500, R:0.500}
id=8253 rank=30 score=1.000 fqn=net.sf.jguiraffe.gui.app.TestApplication heuristics={A:0.500, R:0.500}
id=2338 rank=30 score=1.000 fqn=org.apache.commons.cli.ValuesTest heuristics={A:0.500, R:0.500}
id=6195 rank=30 score=1.000 fqn=net.sourceforge.syncstore.test.RepositoryTest heuristics={A:0.500, R:0.500}
id=4305 rank=30 score=1.000 fqn=org.jvoicexml.interpreter.scope.TestScopeObserver heuristics={A:0.500, R:0.500}
id=9768 rank=30 score=1.000 fqn=test.artivisi.billing.dao.ibatis.SessionDaoIbatisTest heuristics={A:0.500, R:0.500}
id=11421 rank=30 score=1.000 fqn=net.sourceforge.cruisecontrol.ProjectTest heuristics={A:0.500, R:0.500}
id=13470 rank=30 score=1.000 fqn=org.helianto.process.creation.ResourceCreatorImplTests heuristics={A:0.500, R:0.500}
id=11779 rank=30 score=1.000 fqn=net.sf.beanlib.BeanPopulatorTest heuristics={A:0.500, R:0.500}
id=13863 rank=30 score=1.000 fqn=net.sf.jameleon.bean.Javadoc2BeanTest heuristics={A:0.500, R:0.500}
id=17630 rank=30 score=1.000 fqn=org.mifos.customers.struts.action.EditCustomerStatusActionStrutsTest heuristics={A:0.500, R:0.500}
id=3864 rank=30 score=1.000 fqn=org.exist.storage.RecoveryTest heuristics={A:0.500, R:0.500}
id=7552 rank=30 score=1.000 fqn=com.kneobase.driver.documentbuilder.BodyBuilderTest heuristics={A:0.500, R:0.500}
id=8456 rank=30 score=1.000 fqn=quickfix.MessageTest heuristics={A:0.500, R:0.500}
id=11165 rank=30 score=1.000 fqn=net.sourceforge.cruisecontrol.MainTest heuristics={A:0.500, R:0.500}
id=13715 rank=30 score=1.000 fqn=net.sf.jameleon.plugin.htmlunit.HtmlUnitFunctionTagTest heuristics={A:0.500, R:0.500}
id=19478 rank=30 score=1.000 fqn=fll.web.FullTournamentTest heuristics={A:0.500, R:0.500}
id=3592 rank=30 score=1.000 fqn=org.exist.xmldb.test.ResourceTest heuristics={A:0.500, R:0.500}
id=8331 rank=30 score=1.000 fqn=net.sf.jguiraffe.gui.platform.swing.builder.window.TestWindowHelper heuristics={A:0.500, R:0.500}
id=9341 rank=30 score=1.000 fqn=org.acegisecurity.ui.ExceptionTranslationFilterTests heuristics={A:0.500, R:0.500}
id=12485 rank=30 score=1.000 fqn=games.strategy.engine.lobby.server.login.LobbyLoginValidatorTest heuristics={A:0.500, R:0.500}
id=16684 rank=30 score=1.000 fqn=org.mifos.accounts.productdefinition.business.ProductCategoryBOIntegrationTest heuristics={A:0.500, R:0.500}
id=13525 rank=30 score=1.000 fqn=org.helianto.core.creation.EntityCreatorImplTests heuristics={A:0.500, R:0.500}
id=14312 rank=30 score=1.000 fqn=net.sourceforge.processdash.util.PatternListTest heuristics={A:0.500, R:0.500}
id=19223 rank=30 score=1.000 fqn=com.technoetic.xplanner.forms.TestNoteEditorForm heuristics={A:0.500, R:0.500}
id=2796 rank=30 score=1.000 fqn=org.rubypeople.rdt.internal.debug.ui.launcher.TC_RubyArgumentsTab heuristics={A:0.500, R:0.500}
id=13906 rank=30 score=1.000 fqn=net.sf.jameleon.util.ConfiguratorTest heuristics={A:0.500, R:0.500}
id=16234 rank=30 score=1.000 fqn=org.mifos.accounts.business.AccountBOTest heuristics={A:0.500, R:0.500}
id=18288 rank=30 score=1.000 fqn=org.mifos.rest.approval.service.ApprovalServiceTest heuristics={A:0.500, R:0.500}
id=9063 rank=30 score=1.000 fqn=org.acegisecurity.taglibs.velocity.AuthzImplTest heuristics={A:0.500, R:0.500}
id=8208 rank=30 score=1.000 fqn=net.sf.jguiraffe.gui.forms.TestDefaultFieldHandler heuristics={A:0.500, R:0.500}
id=8753 rank=30 score=1.000 fqn=org.nxplanner.forms.TestNoteEditorForm heuristics={A:0.500, R:0.500}
id=11517 rank=30 score=1.000 fqn=net.sourceforge.cruisecontrol.distributed.BuildAgentServiceImplTest heuristics={A:0.500, R:0.500}
id=13753 rank=30 score=1.000 fqn=net.sf.jameleon.plugin.httpunit.HttpUnitFunctionTagTest heuristics={A:0.500, R:0.500}
id=14818 rank=30 score=1.000 fqn=org.springframework.richclient.command.config.CommandFaceDescriptorTests heuristics={A:0.500, R:0.500}
id=15738 rank=30 score=1.000 fqn=org.jpos.iso.IF_NOPTest heuristics={A:0.500, R:0.500}
id=17578 rank=30 score=1.000 fqn=org.mifos.customers.personnel.struts.action.PersonnelSettingsActionStrutsTest heuristics={A:0.500, R:0.500}
id=924 rank=30 score=1.000 fqn=de.poxenter.pxclass.gui.PXElasticConstraintsCreationTest heuristics={A:0.500, R:0.500}
id=9420 rank=30 score=1.000 fqn=org.acegisecurity.acl.basic.BasicAclProviderTests heuristics={A:0.500, R:0.500}
id=12713 rank=30 score=1.000 fqn=org.jgenesis.helper.DateUtilsTest heuristics={A:0.500, R:0.500}
id=13623 rank=30 score=1.000 fqn=ie.omk.smpp.util.TestAPIConfig heuristics={A:0.500, R:0.500}
id=17167 rank=30 score=1.000 fqn=org.mifos.application.servicefacade.SaveCollectionSheetDtoTest heuristics={A:0.500, R:0.500}
id=19238 rank=30 score=1.000 fqn=com.technoetic.xplanner.forms.TestProjectEditorForm heuristics={A:0.500, R:0.500}
id=7129 rank=30 score=1.000 fqn=net.sf.ngrease.ffp.ParentExpressionBuilderTest heuristics={A:0.500, R:0.500}
id=9306 rank=30 score=1.000 fqn=org.acegisecurity.ui.rememberme.TokenBasedRememberMeServicesTests heuristics={A:0.500, R:0.500}
id=10268 rank=30 score=1.000 fqn=org.codea.rss.feeds.FeedInfoTest heuristics={A:0.500, R:0.500}
id=13966 rank=30 score=1.000 fqn=net.sf.jameleon.data.AbstractDataDrivableTagTest heuristics={A:0.500, R:0.500}
id=16416 rank=30 score=1.000 fqn=org.mifos.accounts.financial.util.helpers.FinancialRulesTest heuristics={A:0.500, R:0.500}
id=15421 rank=30 score=1.000 fqn=net.sf.click.util.MessagesMapTest heuristics={A:0.500, R:0.500}
